title,date,content,link,place,query,category
Herbaceum Cotton: An ideal option for coastal and inland saline soils of Gujarat,-,"गुजरात के तटवर्ती जिले में कृषि भूमियों की लवणता निरंतर बढ़ती जा रही है। भारत में लगभग 6.73 मिलियन हैक्‍टर भूमि लवण प्रभावित है और इसमें से 2.22 मिलियन हैक्‍टर केवल गुजरात राज्‍य में है। इस क्षेत्र में लवण प्रभावित काली मिटि्टयों तथा लवणीय भूजल के प्रबंधन में सहायक आर्थिक रूप से व्‍यावहारिक कृषि प्रबंधन की विधियों से इस क्षेत्र में उच्‍चतर कृषि उत्‍पादन हो          In the coastal         district of Gujarat state salinity of the agricultural lands is constantly on the increasing trend.. About 6.73 Mha of land is salt affected in India of which 2.22 Mha is present in Gujarat State only. Economically viable agro-management practices while helping in the management of salt affected black soils and saline ground water in this region would also result in higher agricultural production leading to better economic status of the farmers.   Desi cotton is known for its short staple characteristics, deep root system, resistance to diseases and pests and drought.  The ICAR-Central Soil Salinity Research Institute (CSSRI), Regional Research Station, Bharuch (Gujarat) has identified Desi cotton line (G Cot 23) salt tolerant and high yielding after testing over two years. Through field experimentation, the technology of cultivating Herbaceum cotton, G Cot 23 has been evolved and taken on the farmers’ field by the team of scientists. The technology was further tested on farmers’ fields and impact of the technology was assessed. Technology Adoption: On-farm Trials were undertaken on farmers’ fields in Bhal area (Rajpara village, Dholera taluka, Ahmedabad district) and Bara tract (Bojadra and  Kalak villages of Jambusar taluka, Bharuch district) and Saurashtra (Kodinar, Mangrol and Sutrapada) during 2011-2013 (two years), where G Cot 23 recorded yield of 1.8 to 1.9 t ha-1. Apart from this, cultivation of other desi cotton lines were also taken in in Kalak and Bojadra which also gave seed cotton yield in the range of 1.6 to 1.9 t/ha. Cultivation of Herbaceum cotton lines is now followed in Bhal area,  Bara tract and Saurashtra regions on saline soils.  On-farm Trials at Dhandhuka taluka
Field trials were also taken up on farmers’ fields with G. Cot 23 on saline Vertisols in four villages namly Rajpur, Mingalpur, Shela and Kamatalav in Dhandhuka taluka of Ahmedabad district indicated seed cotton yields in the range of 1.7-1.8.2 t/ha and the salinity ranged from 9.4 to 10.2 dS m-1.    Continued efforts if ICAR-CSSRI RRS, Bharuch through various NGO partners, resulted in expanding the cultivation of salt tolerant herbaceum cotton (G.Cot 23) in coastal areas of Bharuch, Anand, Ahmedabad and Junagadh districts.  Since the performance of salt tolerant cultivars was found remunerative, more number of farm units/farmers had adopted this intervention as evident from increase in number of demonstrations. Since the input costs in desi cotton were much less when compared to hybrids or Bt lines, and also due to their response to saline water irrigation, the desi cottons lines were gaining momentum in the region.  Economic Impact  Saline lands having salinity up to 8-10 dS m-1 had been profitably brought under cultivation with Herbaceum cotton, G. Cot 23 in all the three coastal regions of the state.  This had resulted in gross income in the range of Rs. 70000/= to 75000/= per hectare and net income of Rs. 45000/= to 50000/= per hectare, particularly in South Gujarat ie., in Bojadra and Kalak with B/C Ratio of 1.8 to 2.0. Through training programmes farmers were appraised the advantage of desi cotton over other lines, particularly in terms of their low water requirement, high salt tolerance and better response to saline water irrigation.  The farmers were given training on soil and water sampling, proper maintenance of the crop.  Farmers day were also organized to create awareness among farmers in saline areas about cultivation of desi cotton in salt affected areas for higher production and income.                                               The NGOs, SAVE (Jambusar), ATAAPI (Jambusar) and MAHITI (Dholera) provided the  voice based messages on G Cot 23 cultivation, its cultural aspects to the farmers in selected villages.
Our continued efforts coupled with cooperation from NGOs, SAVE, ATAAPI, MAHITI (through CSPC, Ahmedabad) has resulted in expanding the cultivation of salt tolerant herbaceum cottons in coastal areas of Bharuch, Anand and Ahmedabad districts. (Source: CSSRI-RRS, Bharuch) गा और इससे किसानों की आर्थिक स्थिति बेहतर होगी। देसी कपास छोटे रेशे के गुणवाली, गहरी जड़ प्रणाली तथा रोगों, नाशीजीवों और सूखे की प्रतिरोधी है। भा.कृ.अनु.प. – केन्‍द्रीय मृदा लवणता अनुसंधान संस्‍थान (सीएसएसआरआई), क्षेत्रीय अनुसंधान केन्‍द्र, भड़ूच (गुजरात) ने दो वर्ष के परीक्षण के पश्‍चात् देसी कपास के लवण सहिष्‍णु तथा उच्‍च उपजशील वंशक्रम (जी कॉट 23) की पहचान की है। फील्‍ड प्रयोगों के द्वारा हरबेसियम कपास की खेती की प्रौद्योगिकी से जी कॉट 23 विकसित की गई है और इसे वैज्ञानिकों के एक दल द्वारा किसानों तक पहुंचाया गया है। इस प्रौद्योगिकी का किसानों के खेतों में और अधिक परीक्षण किया गया है और प्रौद्योगिकी के प्रभाव का भी मूल्‍यांकन हुआ है। वर्ष 2011-13 (दो वर्षों के दौरान) भाल क्षेत्र (राजपाड़ा गांव, धोलेरा ताल्‍लुका, अहमदाबाद जिला) और बारा पट्टी (भड़ूच जिले के जम्‍बूसार ताल्‍लुका के बोजाद्रा और कलक गांव) तथा सौराष्‍ट्र (कोडिनार, मंगरोल और सूत्रपाड़ा) में किसानों के खेतों में परीक्षण किए गए जहां जी कॉट 23 किस्‍म से 1.8 से 1.9 टन प्रति हैक्‍टर उपज रिकॉर्ड की गई। इसके अतिरिक्‍त देसी कपास के अन्‍य वंशक्रमों की खेती कलक तथा बोजाद्रा गांव में भी की गई। इससे 1.6 से 1.9 टन/है. की बिनौला उपज मिली। हर्बेसियम कपास के वंशक्रमों की खेती अब भाल क्षेत्र, बारा पट्टी तथा सौराष्‍ट्र क्षेत्रों में लवणीय मिट्टियों में भी की जा रही है। अहमदाबाद जिले के धांधुका ताल्‍लुका में चार गांवों नामत: राजपुर, मिंगलपुर, शेला और कामतालाव में लवणीय वर्टिसाल मिटि्टयों में किसानों के खेतों में जी.कॉट 23 के खेत प्रदर्शन लगाए गए जिनसे यह संकेत मिला कि इन प्रदर्शनों में 1.7-1.82 टन/है. बिनौला उपज प्राप्‍त हो सकती है तथा ऐसा 9.4 से 10.2 ds/मी. वाली मृदा में भी किया जा सकता है। विभिन्‍न स्‍वयंसेवी संगठनों की साझेदारी में भा.कृ.अनु.प.-सीएसएसआरआई क्षेत्रीय अनुसंधान केन्‍द्र के अनवरत प्रयासों से भड़ूच, आणंद, अहमदाबाद और जूनागढ़ जिलों के तटवर्ती क्षेत्रों में लवण सहिष्‍णु हर्बेसियम कपास (जी.कॉट 23) की खेती का क्षेत्र बढ़ रहा है। चूंकि लवण सहिष्‍णु किस्‍मों का निष्‍पादन लाभदायक पाया गया है, अत: अधिक से अधिक फार्म इकाइयों/किसानों ने इसकी खेती को अपनाया है जो प्रदर्शनों की बढ़ी हुई संख्‍या से भी पुष्‍ट होता है। चूंकि संकरों या बीटी वंशक्रमों की तुलना में देसी कपास की लागत बहुत कम है और यह लवणीय जल की सिंचाई में भी अनुकूल अनुक्रिया दर्शाती है, अत: इस क्षेत्र में कपास के देसी वंशक्रमों की खेती जोर पकड़ रही है। 8-10 dS m-1 तक की लवणता से युक्‍त लवणीय भूमियों को हर्बेसियम कपास जी.कॉट 23 की खेती के अंतर्गत लाया गया है और यह राज्‍य के तीनों तटवर्ती क्षेत्रों में उगाई जा रही है। इसके परिणामस्‍वरूप विशेष रूप से दक्षिण गुजरात अर्थात् बोजाद्रा और कलक में सकल आय 70000/- से 75000/- रु/हैक्‍टर और शुद्ध आय 45000 से 50000/-रु. प्रति हैक्‍टर हुई है तथा लाभ लागत अनुपात 1.8 से 2.0 हो गया है। प्रशिक्षण कार्यक्रमों के माध्‍यम से किसानों को अन्‍य वंशक्रमों की तुलना में देसी कपास के लाभ के बारे में, विशेष रूप से उनकी जल संबंधी कम आवश्‍यकता, उच्‍च लवण सहिष्‍णुता और लवणीय जल सिंचाई के प्रति बेहतर अनुक्रिया के बारे में किसानों को अवगत कराया गया। किसानों को मिट्टी और जल का नमूना लेने व फसल के उचित रखरखाव पर प्रशिक्षण दिया गया। उच्‍चतर उत्‍पादन और आमदनी के लिए लवण प्रभावित क्षेत्रों में देसी कपास की खेती के बारे में लवणीय क्षेत्र में किसानों के बीच जागरूकता सृजित करने के लिए किसान दिवस भी आयोजित किए गए।                                                           एसएवीई (जम्‍बूसार), एटीएएपीआई (जम्‍बूसार) और एमएएचआईटीआई (धोलेरा) जैसे स्‍वयंसेवी संगठनों ने चुने हुए गांवों में किसानों को जी.कॉट 23 कपास की खेती के दौरान अपनाई जाने वाली उन्‍नत सस्‍यविज्ञानी विधियों के बारे में ध्‍वनि आधारित संदेश पहुंचाए। स्‍वयंसेवी संगठनों नामत: एसएवीई, एटीएएपीआई, एमएएचआईटीआई (सीएसपीसी, अहमदाबाद के माध्‍यम से) के सहयोग से किए गए हमारे निरंतर प्रयासों से भड़ूच, आणंद और अहमदाबाद जिलों के तटवर्ती क्षेत्रों में लवण सहिष्‍णु हर्बेसियम कपास की खेती का विस्‍तार हो रहा है। (स्रोत:सीएसएसआरआई- क्षेत्रीय अनुसंधान केन्‍द भड़ूच) ",https://www.icar.org.in/node/2251,-,Cotton,Agriculture
Customized Virtual Training Programmes under World Bank Assisted SMART Cotton Project organized,"11 - 30 October,  2021","The ICAR-Central Institute for Research on Cotton Technology, Ginning Training Centre, Nagpur, Maharashtra organized the 16 Customized One-day Virtual Training Programmes for 900 Lead Farmers, Agricultural Officers, Graders under World Bank Assisted State of Maharashtra Agribusiness and Rural Transformation (SMART) Livelihood Cotton Project from 11th to 30th October, 2021.    Delivering the inaugural address, Dr. Sujata Saxena, Director, ICAR-CIRCOT, Mumbai, outlined the Institute’s initiative to impart the regular training programmes for the skill development of cotton farmers and other stakeholders. She emphasized that the SMART Cotton Project will improve the cotton quality parameters and its value-addition through the skill development of the Lead Farmers, Agricultural Officers, Graders, Farmers and other Stakeholders. Dr. Saxena stated that under the SMART Cotton Project, the farmers are partners in the ginning of their produce in ginneries. The cotton bales and cotton seed obtained in the ginneries will be sold through the e-auction based on quality parameters and revenue generated will be directly credited to the concerned farmers’ account as per their share in raw cotton. She underlined that at present, 60 Thousand farmers of Maharashtra are participating in the Project under the different farmers’ groups managed by the lead farmers. (Source: ICAR-Central Institute for Research on Cotton Technology, Mumbai, Maharashtra) ",https://www.icar.org.in/node/3306, Nagpur,Cotton,Agriculture
ICAR-CICR organizes “Cotton Germplasm Field Day”,"24 - 25 November,  2021","The ICAR-Central Institute for Cotton Research, Nagpur, Maharashtra organized the Cotton Germplasm Field Day for the selection of trait-based Cotton Germplasm Accessions at Panjari Farm from 24th to 25th November, 2021. Dr. Y.G. Prasad, Director, ICAR-CICR, Nagpur highlighted the importance of the Germplasm utilization in the targeted breeding programmes to address the emerging challenges faced by cotton farmers across the country and requirements of stakeholders in the cotton value-chain. Dr. C.D. Mayee, Former Chairman, Agricultural Scientists’ Recruitment Board, New Delhi outlined the on-going efforts for Pink Bollworm Management and the need of the suitable genotypes for mechanisation of cotton harvesting. Dr. Ramaswami, Chairman, RASI Seeds emphasized on the importance of widening the genetic base in the Cotton Breeding Programmes for sustaining higher productivity. Earlier, Dr. Suman Bala Singh, Principal Scientist & Head, Division of Crop Improvement, ICAR-CICR, Nagpur urged the participants to select desirable Germplasm Accessions for use in their breeding programme to enable the development of the cultivars suitable for meeting the regional / location specific requirements. (Source: ICAR-Central Institute for Cotton Research, Nagpur, Maharashtra) ",https://www.icar.org.in/node/13632, Nagpur,Cotton,Agriculture
“National Laboratory for Assessment of Trash and Contamination in Cotton” inaugurated,"12th July,  2022","Dr. S.N. Jha, Deputy Director General (Agricultural Engineering), ICAR inaugurated the “National Laboratory for Assessment of Trash and Contamination in Cotton (NLATCC)” at the ICAR-Central Institute for Research on Cotton Technology, Mumbai, Maharashtra today.    Delivering his address, Dr. Jha stressed on the need for popularizing the technology developed by the Institute among the various stakeholders and students’ communities. The DDG also suggested the participation of the Cotton Sector Institutions in the various activities to be undertaken for the ICAR-CIRCOT Centenary Celebrations in 2024.  Dr. Sujata Saxena, Director, ICAR-CIRCOT, Mumbai briefed about the various research activities, Skill & Entrepreneurship Development and Funding Support Programmes to the Agri-Start-Ups being carried out at the Institute. Dr. A.J. Shaikh, Former Director, ICAR-CIRCOT, Mumbai urged for undertaking more scientific research in the value-addition to Cotton Seed. The Lab has been established for the quantitative evaluation of the trash and contamination in Cotton and has the capability of measuring the trash content of about 300 Samples per 8 Hrs. shifts as per standard methods. The facility aims to facilitate the Cotton quality assessment and reduce contamination level in Indian Cotton. (Source: ICAR-Central Institute for Research on Cotton Technology, Mumbai, Maharashtra) ",https://www.icar.org.in/national-laboratory-assessment-trash-and-contamination-cotton-inaugurated, Mumbai,Cotton,Agriculture
Round Table Discussion on ‘Increasing Profitability in Maharashtra State through Improving Cotton Productivity and Quality Parameters’,28th May 2024,"Agrovision Foundation, Nagpur, in collaboration with the Indian Society for Cotton Improvement, Mumbai, ICAR-Central Institute for Research on Cotton Technology, Mumbai, and ICAR-Central Institute for Cotton Research, Nagpur, organized a Round Table Discussion on ‘Increasing Profitability in Maharashtra State through Improving Cotton Productivity and Quality Parameters’ today at ICAR-CIRCOT, Mumbai, as a part of the centenary celebrations of the institute. Dr. S.K. Shukla, Director, ICAR-CIRCOT, Mumbai, emphasized that profitability in the cotton sector can be increased by improving the quality parameters, reducing trash and contaminations, and adopting of mechanical harvesting system. Dr. K. Narsaiah, Assistant Director General, Process. Engg emphasized that mechanical harvesting has tremendous scope in improving cotton productivity in our country as practiced in other cotton-growing countries.    Dr. C.D. Mayee, Former Chairman, Agricultural Scientists Recruitment Board accentuated cotton production and productivity across Maharashtra, offering both a state-wide and district-level analysis. Ms. Roop Rashi (IA&AS), Textile Commissioner, Govt. of India, emphasised the importance of enhancing the value chain of all-natural fibers, particularly cotton. She also spoke about the need to establish demonstration villages that incorporate all measures to increase per-ha productivity. Shri. Suresh Kotak, Chairman, TAG, Govt. of India, urged adoption of Kasturi Cotton branding to increase the profitability of all stakeholders including farmers. Dr. Y. G. Prasad, Director, ICAR-CICR, Nagpur, Dr. S. R. Gadakh, Vice Chancellor, Dr. Panjabrao Deshmukh Krishi Vidyapeeth, Akola, and Dr. S. Rajagopal, Executive Director, TEXPROCIL, Mumbai graced the occasion and gave their valuable inputs. The discussion developed a practical strategy to boost farm income by enhancing cotton productivity and fiber quality parameters. About 35 distinguished stakeholders from the research organizations, cotton trade, and industry participated as a panelists in this round table discussion. (Source: ICAR-Central Institute for Research on Cotton Technology, Mumbai) ",https://www.icar.org.in/round-table-discussion-increasing-profitability-maharashtra-state-through-improving-cotton, Mumbai,Cotton,Agriculture
Honour to former PAU dean for research on cotton,November 20,"Dr. Tejinder Harpal Singh, former Dean, Postgraduate Studies, who led the research on cotton for over three decades at Punjab Agricultural University, has been honoured with Life Time Achievement Award by Nagpur-based Cotton Research and Development Association (CRDA). Dr. Singh received the award from Dr. C.D.Mayee during the national conference held in November 17-19 at Nagpur. The awad carried a citation and a shawl.

Dr. Singh is known among eminent cotton scientists internationally. He had been associated with research and development activities in cotton for three decades in various capacities and had worked with eminent scientists including Drs. L.S.Negi, S.N.Sikka and A.B. Joshi at Indian Agricultural Research Institute, New Delhi and Dr. S.G.Stephens of USA. He worked as team leader of cotton researchers at PAU and contributed tremendously under all India Coordinated Improvement Project. He provided leadership to breeding work in cotton and other crops as Head of the Department of Plant Breeding. His efforts have earned Punjab a place of prominence on the cotton map of India. Dr. Singh and his team developed 18 high yielding and short duration varieties of desi and American cotton that were well received in the country. He commanded a respect not only among the cotton scientists in the country but also cotton growers. He is the recipient of nine awards, including Dr. G.S.Khush distinguished Professor Award, from different organizations in recognition of his achievements and contributions. The Punjab Governor honoured him with a 'leader of survey team' in 1984. The PAU Board of Management appreciated his team for evolving LH-900 variety of cotton. Dr. Singh is providing useful technical advice to cotton growers of the state. While congratulating Dr. Singh, a progressive cotton grower and retired IAS officer, Mr. Amarjit Singh Sidhu during his visit to the University expressed that he himself was one of the farmers on whose fields the trials of LH-900 variety of cotton were planted in village Dhan Singh Khana of Bathinda (Source: PAU,Ludhiana) ",https://www.icar.org.in/node/2819,  Ludhiana,Cotton,Agriculture
Honour to former PAU dean for research on cotton,November 20,"  Dr. Tejinder Harpal Singh, former Dean, Postgraduate Studies, who led the research on cotton for over three decades at Punjab Agricultural University, has been honoured with Life Time Achievement Award by Nagpur-based Cotton Research and Development Association (CRDA). Dr. Singh received the award from Dr. C.D.Mayee during the national conference held in November 17-19 at Nagpur. The awad carried a citation and a shawl.

Dr. Singh is known among eminent cotton scientists internationally. He had been associated with research and development activities in cotton for three decades in various capacities and had worked with eminent scientists including Drs. L.S.Negi, S.N.Sikka and A.B. Joshi at Indian Agricultural Research Institute, New Delhi and Dr. S.G.Stephens of USA. He worked as team leader of cotton researchers at PAU and contributed tremendously under all India Coordinated Improvement Project. He provided leadership to breeding work in cotton and other crops as Head of the Department of Plant Breeding. His efforts have earned Punjab a place of prominence on the cotton map of India. Dr. Singh and his team developed 18 high yielding and short duration varieties of desi and American cotton that were well received in the country. He commanded a respect not only among the cotton scientists in the country but also cotton growers. He is the recipient of nine awards, including Dr. G.S.Khush distinguished Professor Award, from different organizations in recognition of his achievements and contributions. The Punjab Governor honoured him with a 'leader of survey team' in 1984. The PAU Board of Management appreciated his team for evolving LH-900 variety of cotton. Dr. Singh is providing useful technical advice to cotton growers of the state. While congratulating Dr. Singh, a progressive cotton grower and retired IAS officer, Mr. Amarjit Singh Sidhu during his visit to the University expressed that he himself was one of the farmers on whose fields the trials of LH-900 variety of cotton were planted in village Dhan Singh Khana of Bathinda (Source: PAU,Ludhiana) ",https://www.icar.org.in/node/6604,  Ludhiana,Cotton,Agriculture
"Workshop on Mechanization of Cotton Cultivation, Harvesting and Ginning: Challenges, Opportunities and Way Forward	",-,"ICAR-Central Institute of Research on Cotton Technology, Mumbai organized a Workshop on “Mechanization of Cotton Cultivation, : , Opportunities and Way Forward” on 5th May 2017 at ICAR - CIRCOT, Mumbai. The deliberation were focussed on overcoming the faced in the mechanization process viz., developing varieties amenable for cotton harvesting, development of suitable defoliants & growth regulators, adoption of technology for cleaning of mechanically harvested cotton and acceptance in the market for mechanically harvested cotton. Dr. K. Alagusundaram, Deputy Director General (Agricultural Engineering), in his presidential address urged the stakeholders to provide complete solution for mechanisation in cotton covering sowing, intercultural operations, harvesting, ginning and spinning along with the extension services so that farmers can adopt it. He opined that the potential technologies developed by the private sector should be tested at large scale through multi-location trials under AICRP. Dr. P. G. Patil, Director, ICAR-CIRCOT stressed on the need for formulation of mission mode programme encompassing all stakeholders in public and private sector for successful implementation of mechanisation in cotton that will benefit the farmer by way of reducing the production cost. On this occasion Publications of the skill development initiatives of the institute for 2017-18 were released.  Dr. K. K. Singh, Director ICAR-CIAE, Bhopal, Shri. Chokalingam, Chairman - Cum Managing Director of Cotton Corporation of India graced the occasion. Over 40 stakeholders representing the cotton value chain including researchers, seed companies, tractor manufacturers, ginning machinery manufactures, traders, ginners, spinners, and policy makers from public and private sectors participated in the workshop. (Source: ICAR-Central Institute of Research on Cotton Technology, Mumbai) ",https://www.icar.org.in/node/2647,-,Cotton,Agriculture
Webinar on “Cotton Crop for Food and Nutrition (खाद्य एवं पोषण के लिए कपास फसल)” @Bharat Ka Amrut Mahotsav,"26th August,  2021","The ICAR-Central Institute for Research on Cotton Technology, Mumbai, Maharashtra organized a Webinar on “Cotton Crop for Food and Nutrition (खाद्य एवं पोषण के लिए कपास फसल)” on the Theme “Food and Nutrition for Farmers” today. Earlier, in her welcome address, Dr. Sujata Saxena, Director (Acting), ICAR-CIRCOT, Mumbai stated that the Cotton is primarily cultivated for fibre used in the textile industry. The various advances made in the cotton industry and benefits of cotton & its products were highlighted in the Director’s address. More than 150 participants including NARS Fraternity, Stakeholders, Farmers, Students and Incubatees along with the Institute’s Staff Members participated in the Webinar. The Webinar was organized as a part of the “Bharat Ka Amrut Mahotsav” to commemorate 75 Years of India’s Independence. (Source: ICAR-Central Institute for Research on Cotton Technology, Mumbai, Maharashtra) ",https://www.icar.org.in/node/12789, Mumbai,Cotton,Agriculture
Interface Meeting on “Enhancing Cotton Productivity in North India” @Bharat Ka Amrut Mahotsav,"7th September,  2021","The ICAR-Agricultural Technology Application Research Institute, Ludhiana, Punjab in association with the ICAR-Central Institute for Cotton Research, Nagpur, Maharashtra organized an Interface Meeting on “Enhancing Cotton Productivity in North India” today. In his address, the Chief Guest, Dr. B.R. Kamboj, Vice-Chancellor, CCS Haryana Agricultural University, Hisar, Haryana lauded the role of scientists and extension agencies to take the latest technology of cotton cultivation that resulted in the record cotton production in the region. Shri Hardeep Singh, I.A.S., Director General (Agriculture and Farmers’ Welfare Department), Government of Haryana highlighted the schemes for improving the cotton. Shri Singh also stated that the recommendations emerged from the meeting will be useful in making strong policy for improving the productivity of cotton in future. The Guest of Honor, Dr. R.K. Singh, ADG (Commercial Crops), ICAR stated that the machine harvesting of cotton is imperative in the era of labor scarcity. Dr. Y.G. Prasad, Director, ICAR-CICR, Nagpur accentuated the ways and means of filling the gap of productivity in cotton and management of emerging pests like pink bollworm. Earlier, in his welcome address, Dr. Rajbir Singh, Director, ICAR-ATARI, Ludhiana, Punjab stressed on the need of organizing inter-state meetings to work more cohesively for addressing the new challenges. More than 75 Delegates including Researchers, Officials from Agriculture Departments, Leading Farmers and other Stakeholders from Punjab, Haryana and Rajasthan participated in the Meeting organized as a part of the “Bharat Ka Amrut Mahotsav” to commemorate 75 Years of India’s Independence. (Source: ICAR-Agricultural Technology Application Research Institute, Ludhiana, Punjab) ",https://www.icar.org.in/node/12826,-,Cotton,Agriculture
ICAR Institutes celebrate World Pulses Day - 2022,"10th February,  2022","The Food and Agriculture Organization (FAO) of the United Nations in the 73rd Session of the United Nations General Assembly held on 20th December, 2018 declared to celebrate 10th February as the “World Pulses Day” every Year. The day recognizes the importance of Pulses (Dry Beans, Lentils, Dry Peas, Chickpeas and Lupins, etc.) as a global food. The ICAR Institutes also organized a wide array of vivid activities - Seminars, Webinars, Talks, Discussions, Debates and Drawing & Essay Writing Competitions, etc., to mark the celebrations of the day on this Year’s Theme - “Pulses to empower Youths in achieving Sustainable Agri-Food Systems”.   ICAR-Central Research Institute for Jute and Allied Fibres, Barrackpore, Kolkata The Chief Guest, Dr. Kalyan Jana, Assistant Professor, Department of Agronomy, Bidhan Chandra Krishi Vishwavidyalaya, West Bengal urged for including the consumption of Pulses  in everyday diet for sustenance. He also stressed that the inclusion of Pulses into the cropping system would not only improve the soil quality, but also reduce the nitrogen requirement for the next crop.  Dr. Gouranga Kar, Director, ICAR-CRIJAF, Barrackpore highlighted the need for increased access to Pulses Crops among the underprivileged sections of the global population. Dr. Kar also regarded the Pulses as crucial in terms of food security, nutritional value and environmental benefits. A total of 57 participants including 15 farmers participated in the event.   ICAR-Indian Institute of Soil Science, Bhopal, Madhya Pradesh The Institute organized the Workshop on “Pulses for Soil Health and Nutritional Security” to mark the celebrations. The Chief Guest, Dr. Ashok K. Patra, Director, ICAR-IISS, Bhopal highlighted the significance of Pulses for soil & human health along with the overall sustainability of the ecosystem. Dr. Patra regarded the Pulses as the key component to enhance crop productivity for doubling the farmers’ income. About 100 Staff Members, 50 Students and 200 Farmers participated in the event.   ICAR-National Rice Research Institute, Cuttack, Odisha Smt. Kalpana Mohapatra, Wife of Dr. Trilochan Mohapatra, Secretary (DARE) & Director General (ICAR) graced the occasion as the Chief Guest. Smt. Mohapatra regarded the Pulses as the great source of low-fat protein. She stated that the Pulses are cheap and better sources of fibre, vitamins and minerals like Iron (Fe), Zinc (Zn), Folate (Vitamin - B9) and Magnesium (Mg). The various ways of consuming Pulses in the forms of Dal, Khichdi, Chapatti, Mixtures, Snacks, Soups, Cakes and Sweets, etc., were also underlined Smt. Mohapatra.    Earlier, welcoming the dignitaries, Dr. Padmini Swain, Director, ICAR-NRRI, Cuttack outlined the importance of Pulses in climate change mitigation by reducing the dependence on chemical fertilizers through nitrogen fixation in the soil.   ICAR-Indian Institute of Oilseeds Research, Hyderabad The Institute celebrated the day at Aampally and Gurudhotla Villages of Vikarabad District under the Farmers First Programme.  As a part of promoting the Pulses and Oilseeds as the components of diversification, 20 farmers were selected for growing Summer Black Gram after Paddy with minimum inputs. The Blackgram was sown after seed treatment  with microbial inoculants, viz., Rhizobium, PSB and Trichoderma during this Year. For the first time, the farmers of the Village took-up the cultivation of Blackgram during the Summer Season for utilizing the residual soil moisture and fertilizer in paddy fallows.   Krishi Vigyan Kendra, Washim, Maharashtra The KVK organized a “Kisan Goshthi” on the advances in Pulses production and value-chain development at the Village Dapuri Kalwe of Malegaon Block.  The event was jointly organized by the State Department of Agriculture and KVK, Washim. The Chief Guest, Dr. R.L. Kale, Head, KVK, Washim highlighted the role and importance of Pulses in the District economy. He also urged the rural youths to make efforts for the value-chain development for Pulses. Shri Nivruti Shinde, Up-Sarpanch, Village Dapuri Kalwe of Malegaon Block marked the presence as the Guest of Honor during the occasion.   ICAR-National Research Centre for Banana, Tiruchirapalli, Tamil Nadu & KVK, Karur, Tamil Nadu The ICAR-NRC for Banana, Tiruchirappalli, Tamil Nadu and ICAR-Krishi Vigyan Kendra, Karur, Tamil Nadu jointly organized the “Farmers Meet” to celebrate the day.    Dr. S. Uma, Director, ICAR-NRC for Banana, Tiruchirappalli delivered a Talk on the “Importance of Pulses & Banana and their roles in human health & development”. Dr. K. Thiravium, Head, KVK, Karur briefed about the coordination of the Research Centre, KVK and Agriculture Department in the promotion of Pulses for the nutritional & health security in the country.   ICAR-Directorate of Weed Research, Jabalpur, Madhya Pradesh Dr. J.S. Mishra, Director, ICAR-DWR, Jabalpur highlighted the importance of Pulses in the sustainable agri-food systems.    Around 100 participants participated in the event.   ICAR-Indian Institute of Vegetables Research, Varanasi, Uttar Pradesh The Chief Guest, Dr. M.N. Singh, Professor, Institute of Agricultural Sciences, Banaras Hindu University, Varanasi, Uttar Pradesh stressed that the cultivation of Pulses not only benefits human health, but also helps in improving the soil’s health too. He also urged for enhancing the Pulses’ production.  Dr. T.K. Behera, Director, ICAR-IIVR, Varanasi outlined the health benefits of including the consumption of Pulses in our daily diets. Around 100 participants participated in the event. (Source: Respective ICAR Institutes) ",https://www.icar.org.in/node/1234,-,Pulses,Agriculture
